label_num,area,raw_label
542,652.9347607975269,542
360,723.5533199979155,539
336,654.4267021890844,549
326,552.8981777482221,583
304,697.9990418040588,588
297,759.283403580344,622
275,640.6549354977842,533
280,668.3132336028118,573
264,725.9633791688931,588
263,715.3285148906114,559
255,758.9773643205374,625
244,691.7634918854978,556
238,727.8761245426847,595
247,746.9653233731256,604
225,603.0121065415641,508
222,595.896693751059,526
220,676.3850190802127,575
220,556.3411194210471,603
204,644.1743869855609,593
198,672.0622145354436,581
193,730.324438621138,610
212,663.8756643356152,618
200,647.6555835658618,531
198,580.5182209457739,576
188,697.4252181919212,607
191,695.627237540557,571
